PC1,PC2,PC3,PC4
1.0535668817805957,0.13391250069405905,-0.08619954151199719,-0.0954375703636659
2.00682218177735,0.687880492568165,-1.7242977138648803,-2.020983929769676
1.99954879716748,0.6964842208923363,-1.7801455826360182,-2.181060857029861
1.782183195004615,0.8101145444699162,-1.0539561761157268,-0.4608791265391925
1.7030792013091383,0.8088106643018979,-0.5763621842436009,0.1385241408514247
2.0846194485805096,0.9998757175265304,-0.9976766845966486,-0.3303038586017145
1.8252510803260513,0.9326843174368736,-0.9105527874648752,-0.2933454806248844
1.9620284295569628,0.92284269528497,-0.9361067355863344,-0.29804608230947394
1.5131608118454256,0.5321084043748318,-0.34997636735474996,0.6287248931748842
1.9939837732979513,0.8261216852008103,-0.6448335422111332,0.3688693884185558
1.5410766892767196,0.5268989916551081,-0.4875157678354343,0.24889704723696862
1.7155108072467753,0.8723890006440636,-0.8493486206825333,0.11180506609341964
1.814292359550677,0.8088835814634198,-1.1423051425217192,-0.6542775193859351
1.7016352794062075,0.7398933689286603,-0.9585714935481207,-0.3564374600050946
1.6306738326377692,0.7121702536273143,-0.831802812759238,-0.22438877150208583
1.6454763991511334,0.6438646041438204,-0.7467671547897664,-0.015995489176353857
1.7577432697712791,0.8925122993041128,-1.2650045673346078,-0.7832801780447453
1.7797890228394981,0.7100419450547023,-1.070782889550069,-0.7048529205174847
1.7074452201516297,0.8283180493623442,-1.1273836090780862,-0.5504805162669962
1.736610997687953,0.6915018136212361,-1.073234490649548,-0.7178521529817711
1.740597109742412,0.7304134091809255,-1.0661384651867787,-0.5767879021008331
1.2028833723907182,1.3085448357777112,-1.3169818483920899,-0.2911114868971625
1.7460898872518913,0.8103132702306415,-1.2425437381811728,-0.8528462022206602
1.5681548848020113,0.4678921512610761,-0.311945238978117,0.65931606294885
1.7162030288237096,0.6629540012009629,-0.8985170262837685,-0.30864357490928374
1.777334908100674,0.7365702026354056,-1.0473404232017904,-0.5619382463450637
1.6603597902152982,0.5660061816838639,-0.68804494774805,0.06527040264351458
1.6314134350396021,0.9121375936701509,-1.3941714960487657,-0.9482976398657097
1.2430631983265545,0.2798160939130412,0.06955777542496717,-0.05745690143268604
0.9755423981659648,0.45934084260035,1.6219464592481545,0.8874567562209015
1.8182302179449457,0.6763713385164881,-0.2258997349505605,0.7921010485977561
1.9968558764186655,0.9326241375848741,-0.7589097205754977,-0.2335188068867111
1.9539874162628201,0.789442482205964,-0.3957842304235425,0.1270225294320609
1.9784604874717835,0.8210876473502027,-0.35371410304525375,0.23492721818379383
2.014846345132105,0.9175506537644523,-0.7123757086304223,-0.17818179146366356
1.9460774987343912,0.6952501854562626,-0.1492337095401658,0.698661248749391
1.9271297273511185,0.6741787889576933,-0.17332402640638178,0.6741951710105396
1.8451127371860474,0.6834902824643918,-0.10148513965608832,0.29137695528412977
1.9551811973051247,0.7128553706613353,-0.2675737561469927,0.5715598442295703
1.9804590888276106,0.7482938930428094,-0.27419990960252977,0.5933229698430157
1.9573983074926395,0.7648766626616635,-0.31953013275850545,0.4976746556800941
2.162676899582033,1.045331497605895,-0.8266619428496605,-0.28479411666840243
1.9519718909624437,0.76051191451395,-0.42085023234540736,0.153842967991054
1.903592207332808,0.7632063514863875,-0.4743504361450276,0.19169831544741203
1.849416737738127,0.7418590125854678,-0.3228444833850888,0.09021964065972649
1.835190901404373,0.7826834996363435,-0.6927628390608496,0.20039708618834362
1.812880681739039,0.7533609783011297,-0.7652816217040277,-0.0311466997572464
1.8282926940210906,0.7429878332492679,-0.6510381409826171,-0.12260428128221561
1.834040652214747,0.8349163772836085,-0.9089109696240194,-0.1332375439981227
1.9872429147895314,0.8390853470386174,-0.5015783970116879,0.28980790755255903
1.8587419556686349,0.6744622410767658,-0.20265705292641148,0.6095686797216814
1.9954583282641314,0.8382693584388136,-0.5630075280623426,0.292244976660578
2.07945102263099,0.9374367879330737,-0.8224907988766774,-0.21708496845598246
1.7156063836281423,0.6607215389374614,-0.8163785787489377,-0.1650189408626933
1.839945282763467,0.8031609313991382,-1.0275758180560268,-0.4714054945761681
2.1190169426296666,1.002403818290441,-1.002566514126293,-0.44029061941862313
1.861828739405656,0.7737991046088911,-0.9412694041137634,-0.3297441833755536
1.9107317084922826,0.8424772128461977,-1.1353271389534474,-0.6095732440393955
1.9747661804678893,0.8106769208010414,-0.5945827097581344,0.19067530756047252
2.0332826558369943,0.8864972157439928,-0.7493458365841363,0.024840449001478287
1.974341980219317,0.7762046850511701,-0.4615671601288649,0.4367246508892011
2.066337167988067,0.9821387692548247,-1.0581564243435597,-0.5622812244603728
1.9831701854586323,0.8242816317088828,-0.7217928633905379,0.03871126266440836
1.8610088211671623,0.7334242445732974,-0.71389980245584,0.27107649627653635
2.0451897721022276,0.8611269545105084,-0.822952227871963,-0.013037813854498074
1.8878011397691696,0.7459865710829597,-0.5084331608687389,0.36369819019408833
2.0282104235302243,0.9341926953867554,-0.6860246113146063,-0.45657266350879483
1.9863589597626163,0.825139404526339,-0.8914211655301378,-0.2894382359162051
1.7830002232691446,0.7286919150614231,-0.970941956755022,-0.4860779748659392
1.8760252244768447,0.7227122620158121,-0.5103897830889226,0.40459230976649607
1.707221048724745,0.6795004102756331,-0.7806437052967135,-0.19548581153968073
2.0064300018193264,0.9045443083229298,-1.1441289853310557,-0.7342161639295138
1.8701357977977753,0.7932568708025521,-1.0626511262651404,-0.5347698058688392
1.7540597922907215,0.5895257745325483,-0.4492968176374846,0.5174870697989554
1.8080161054878787,0.6949282062936354,-0.7863360277048229,-0.1594375187384884
1.65434426050802,0.6026454761851184,-0.6988760715725896,-0.07559255256858131
1.7559414219509435,1.3812493150832486,1.5220153033462478,-2.0206727830559994
1.7733245219249707,0.7095875259552269,-0.9506369742197263,-0.4269458624445451
1.7182762988401001,0.6976097305991391,-0.9361652305572733,-0.47930513177722933
1.7780011762724117,0.7341681348350015,-1.0699187524616136,-0.5893518602378253
1.785571093776112,0.8111002730515166,-1.2070728841399732,-0.753320645123512
1.6660273323946886,0.5066498434242005,-0.39350999231941924,0.5704895687391894
