PC1,PC2
0.6265816752524883,0.044176662887390264
0.6077450158465373,-0.04260750576636589
0.5771595499134522,-0.05573933206151916
1.349791011199343,0.5281578707174222
1.3262710042742412,0.6023471924028434
1.6934540479363533,0.7202918802303692
1.477406128049058,0.6448251836654584
1.5359115363338083,0.6352478905181161
1.1572702999500517,0.46966590251989904
1.4902529318902156,0.6267016415749609
1.1585360499281874,0.36885796721543623
1.2666403669700017,0.865674669865179
1.3589800122749391,0.5076134676997889
1.216017781916225,0.45641998826013797
1.2281270113615914,0.4320410669916054
1.1530178218474278,0.4054208089944136
1.3138974944297495,0.5023721483432565
1.171789545760615,0.37253134904329993
1.184971910411031,0.4736618248004844
1.1119360537462806,0.33694173963822793
1.1934343754431884,0.41319267644898755
1.2568963911622855,0.6275979658493259
1.207852086082041,0.4171232356548761
1.024886466283743,0.3168159650156878
1.1306819746772756,0.3902815913794721
1.1704997372145705,0.40229012804188563
1.1054940706692613,0.35229378488668744
1.105849418258944,0.40172318786087896
0.9304907469429915,0.1760330033765114
0.5088805583027404,0.26559210125814864
1.4631273892100845,0.5653444594488514
1.6050551570141272,0.6562053620720594
1.4739575477804856,0.538038695917604
1.5144179730292677,0.5542291992686865
1.5767860729000513,0.6235835746805443
1.4521434296441271,0.5102725923876025
1.4199006941710874,0.48801936547956104
1.2807246429006875,0.42041924481868087
1.459172963528465,0.5203203389873035
1.4991410062179056,0.5600089648515054
1.4846422457637352,0.5566948769525245
1.7356132822429495,0.7328237945492692
1.4198018558612702,0.48394348752894967
1.4058817545287723,0.5088993332854925
1.342394397131135,0.47071711869618127
1.4590187336452078,0.5983171278771233
1.3964735614201138,0.5389815712471527
1.3717654519944484,0.5159585252897031
1.4459701646169907,0.608516129963908
1.5647505988548942,0.6372852142621909
1.385005802321555,0.4924672913583048
1.5699346414249051,0.6342431146907423
1.7002232249178761,0.6947971334096845
1.245562472110592,0.4498019743417226
1.4165454389321597,0.5449050684179257
1.7494591623425615,0.7415593452165319
1.4357962335864007,0.5530042590583926
1.489790430738401,0.5919765640143785
1.533189263038657,0.6042900973108298
1.6106313648924313,0.6650256992890432
1.5508740505855148,0.6094781857884367
1.6408423097701677,0.673837759119729
1.5338196884170388,0.6105549604135245
1.4854436061640268,0.6122990901523894
1.6191956970583776,0.6550658242369336
1.477657639162057,0.6036474013685927
1.6466008698073542,0.6874198052591964
1.4753683471445305,0.5565924917040542
1.3234508419680378,0.487329995326674
1.401299366865372,0.5248406987632859
1.3056115772999484,0.48118515695607594
1.5113744757974488,0.5671034600216334
1.4299329536918264,0.541558708895405
1.3284826927250177,0.4765292096023782
1.3485798812516032,0.4771520136061341
1.1393670702600793,0.3529340525498629
1.5276343163129997,0.8862681037268972
1.2335876422577907,0.42257432554449714
1.1905424652771388,0.38861047256504944
1.2474162192776832,0.4438429171265067
1.3006893518551068,0.472416434957143
1.1448727667968668,0.37206133168540306
1.1801263844314842,0.45331158588566006
1.2241283492461943,0.4038306731379262
1.1733215514538542,0.37974288536588285
1.2138643490125576,0.4241047996849626
1.2862631319964302,0.544993589687762
1.213889603129788,0.4443554936236108
1.1021547623040246,0.3530923527747608
1.2368547799854852,0.47881001129510253
1.1281331451007741,0.36331261791603014
1.1522645325656031,0.38266083753508956
1.2270881616207576,0.41681993436091763
1.1493723126513151,0.41301346058795974
1.1664233185873136,0.4384455999413028
0.34968062528278426,-0.1955136242559768
0.48893851644670755,-0.12365880393450217
0.4268735531544056,-0.15147696159818005
0.41061278582483207,-0.13226302149138905
0.3817078795460168,-0.17922845683227343
0.3535381033693142,-0.19418772701112558
0.21403552432926343,-0.1436693099554273
1.2008416852270507,0.3796886160102634
1.244312029315549,0.44656090133241727
1.2681994686871154,0.45999681104025436
1.1476265937622316,0.3905646848907435
1.292163150594829,0.4927998270797164
0.760887916264026,0.11770345150254022
-2.1084416480666537,-1.4129548728877852
1.0699068925763244,0.40138889108738335
1.0261515533844163,0.5746454384649882
0.9938919911957893,0.950427407213792
1.0063695504539367,0.4045818051546346
0.8234827087022655,0.05554197978903132
0.945103083715151,0.16947937790773238
0.8337645916748181,0.1217720165446253
1.0700065236236183,0.427346773697942
0.8237419650799006,0.08875669704047888
1.005705473568323,1.256768756261887
0.9916420839129153,0.489138047318096
0.9035332212706485,0.114837236350318
0.7436231336530688,0.0720024143858016
0.9211050090807358,0.10991094244311302
1.2304022586352554,0.5099681353263573
1.0125335210194346,0.5001211288426689
0.6682453155993643,0.2652718639782756
0.80513456930054,0.011664275612716385
0.9126491713117412,0.19327722202648873
0.9903455321917416,0.23714975654605316
0.6282872434326028,-0.038997166335225805
0.8705852075234319,0.29235891136017694
1.0416921924463003,0.3616302357746778
1.1854845197328696,0.3876886946545953
0.9968572540156863,0.2722605905916843
1.182864579550653,0.3893656440382089
1.872002600311015,0.7271308720506023
1.7934211776693105,0.6486646897873749
1.6994419068183129,0.5781356715195802
1.5777424103448308,0.5148202982007448
1.338061669537533,0.41495911147169406
1.409909971860744,0.4076582646272525
1.5059646657656756,0.5942862989268218
1.2923056894202627,0.3809851549077055
1.2676047998403996,0.38335053087733106
1.1953662928840982,0.2741027187655871
1.2624689915892156,0.35933242412866867
1.1941477956363225,0.3118048233704287
1.3102160754334202,0.4180642745983852
1.0218064646473604,0.16413178791658128
1.1279452874226052,0.27219736713687676
1.1889722125434492,0.304770991686991
1.1287557587901893,0.2586869582309694
1.5476677344455856,0.5553608969434739
1.109193603158593,0.293321544145138
1.0473157331999803,0.22571493959384284
