,ALL_Uniq,Name_USGSO,density_pop,evi,wind_power,wind_std,offshore_wind,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,res_area,consumption_label,gdp_cons_pop_urban_merged,cluster_label_mk_5,cluster_label_mk_6,cluster_label_mk_7,cluster_label_mk_8,cluster_label_mk_9,cluster_label_mk_10,cluster_label_mk_11,cluster_label_mk_12,cluster_label_mk_13,cluster_label_mk_14,cluster_label_mk_15,cluster_label_mk_16,cluster_label_mk_17,cluster_label_mk_18,cluster_label_mk_19,cluster_label_mk_20,cluster_label_mk_21,cluster_label_mk_22,cluster_label_mk_23,cluster_label_mk_24,cluster_label_mk_25,cluster_label_mk_26,cluster_label_mk_27,cluster_label_mk_28,cluster_label_mk_29,cluster_label_mk_30
289,274026,Jolo,1.325642558267313,1.198680155221903,-0.2123376933559386,0.1886260374340539,0.0,0.0,0.0,0.068305877012158,-0.1192564335483644,-0.5964367755313795,1.074075716997291,M,2.816360533430119,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
290,274031,Karakelong,0.107432522581314,1.382182995780242,-0.1261322150053038,0.0096298755508988,0.0,0.0,0.0,0.0993089945450537,-0.1941968321403292,-0.4791811970245414,0.6140788039856233,S,2.5084207584480938,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
291,274033,Khios,-0.0154058286352054,-0.5343603866006067,0.3749816206609482,-0.724211031333592,2.573590774460796,0.0,5.567172473688605,-0.8933594278829469,0.645086882273586,1.525068667790186,2.009967216224724,L,2.7595491533252376,3,3,1,0,3,2,7,3,3,2,4,4,9,12,10,9,10,6,10,13,5,2,11,26,0,6
292,274035,Ambon,1.1073680809434927,1.0487064157370536,0.2074005583257438,0.2178847130357832,0.0,0.0,6.490153581265854,-0.0104602428907286,-0.4229652258631682,0.4322560133492786,1.088639762755173,M,2.816413675348923,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,21,4,4,15,9,14,19,11
293,274038,Lanzarote,0.5514462697246754,-1.6454052193772766,0.9458302143221068,-1.2212288136398843,2.04057216184289,0.0,0.0,-0.7470674209258702,1.0698837031414352,-0.1783861440385015,2.048695821492594,L,2.815966654582379,0,5,5,5,4,5,6,4,1,0,6,12,11,5,6,13,18,5,7,20,22,23,5,8,2,21
294,274041,Cephalonia,-0.1564078836748181,-0.0814060490696181,0.4595233090240126,-0.0406195641063746,0.0,0.0,6.178609796572851,-0.8408106065942133,0.4100483545473111,1.4840036799441991,1.952217474395848,L,2.520056080213112,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,21,4,4,15,9,14,19,11
295,274043,Dinagat,0.4943124052577902,0.6320302496474728,0.488460987715778,-0.0390410887348477,0.0,0.0,5.649751399625247,0.0660598688018137,-0.4263740530933814,0.0306211436576634,1.4436645619127106,M,2.7760278024892573,2,1,1,0,3,2,1,1,3,2,4,0,10,17,4,2,14,12,21,4,4,15,9,14,19,11
296,274044,Sao Miguel,0.5142798760120373,0.9644703950541392,0.3210238968660258,-0.3354009078314716,1.8899331921934848,0.0,0.0,-0.899529230393345,-1.1545945603696202,1.2314132547787175,1.088685696789507,L,2.80596002205729,0,5,5,5,4,5,6,4,1,0,6,12,11,5,6,13,18,5,7,20,22,8,5,8,2,21
297,274047,Singkep,-0.0054945538781014,0.8787214503309307,-0.3895151036226353,0.3456369860113499,0.0,2.673387557699699,5.518152355335181,0.1045014408955777,-0.6489780838101568,-0.3276256354243856,1.9523291844110615,M,2.6078561707721053,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
298,274050,Madeira,0.8183867384846892,0.3284155238411693,-0.1534373585199386,-1.2321021896095334,0.0,0.0,0.0,-0.8914708830281486,-0.4033254913959502,0.7012593422733381,1.5573641158718246,L,2.816423634534557,0,5,5,5,4,5,6,4,1,11,6,12,11,5,7,14,16,14,7,19,11,22,5,21,7,24
299,274051,Chatham,-1.7944489800900083,0.289584890132722,1.2470553017569712,-1.2386010547468849,4.249063870112934,0.0,0.0,-1.446424551531486,-0.9999979870571434,1.7626981287340364,1.8491453771008008,M,0.5976103956248566,0,5,5,5,5,1,4,5,4,3,12,11,14,13,15,7,5,1,8,2,18,0,1,22,3,5
300,274052,Batanta,-1.0930993482817943,0.9953406857746748,-0.3342988879114421,0.867382961839783,0.0,0.0,6.306421485502001,0.0741785472976681,-0.2481971351797265,-0.3984066152985203,1.6416488628964796,S,0.3926065948096807,2,1,2,2,7,4,1,2,11,12,0,0,0,14,17,18,11,16,20,16,14,1,19,13,8,20
301,274053,Kofiau,-0.6884813245042154,1.0749194037641974,-0.0422633553908901,0.4409444124181104,0.0,0.0,0.0,0.0801326168393125,0.0324345482480443,-0.5546246391113336,1.0532456227459257,XS,0.0258721700474166,0,4,3,7,8,7,10,11,0,9,2,1,1,3,1,19,20,19,6,21,0,14,17,23,24,8
302,274054,Adak,-1.807219873975008,-0.4300894496068698,0.8175897621017248,-0.3110105916498441,2.8886206965465413,0.0,0.0,-2.269984046705417,-2.0932503098102053,3.306217021499234,1.467698567816024,M,1.3782073952685048,1,2,4,6,0,3,3,7,10,7,3,11,4,11,14,16,13,4,14,10,10,16,21,2,4,13
303,274057,Pantar,-0.0455009768122176,0.7207596138775224,-0.669984526408997,0.2574468310448441,0.0,0.0,5.734416686720562,0.0969743518693033,0.7318966899167666,-0.109738589570577,1.7831350068012386,S,2.0130357032496584,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,21,4,4,15,9,14,19,11
304,274058,Wowoni,-0.152163522046384,1.1699540923500586,-0.5990386325832003,1.0423233669418617,0.0,0.0,6.1651609030129935,0.0449091173024212,-0.3976127595689813,0.0906197591389788,0.4261606153633899,S,1.8125348377709924,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,20,4,14,15,9,14,19,11
305,274059,Little Andaman,-0.38880675820294,1.4770975245251434,0.7546426310683484,0.707373041810618,0.0,5.25418705465537,0.0,0.1049207061626612,0.1208250650180542,-0.0246989929540736,1.7975347598779798,M,2.3548499379560845,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,0,7,7,22,11,1,19,14,18,16,25
306,274061,Menorca,0.5428833141672628,-0.0096985101959321,0.6671856582726325,0.2503479415307656,1.8587952641424692,4.511671609765158,4.496027622598218,-0.8605449071827426,0.3693342063405504,0.9068298448986594,1.8113172617624316,L,2.812412452625125,3,3,1,0,3,2,2,6,12,1,7,3,6,8,3,8,15,10,9,23,13,25,4,10,22,16
307,274063,La Palma,0.3689399226507407,-0.3439312073848631,1.2996416015667631,-0.954427547246429,0.6410725468123087,0.0,0.0,-0.7620885538035854,0.6469168303250208,0.2467024042568164,1.7974701294514963,L,2.780773783271252,0,5,5,5,4,5,6,4,1,0,6,12,11,5,6,13,18,5,7,20,22,23,5,8,2,21
308,274067,Molokai,-0.9033343529412788,-0.2431853664684527,1.2692255353323756,-1.5857427970268514,2.696691688154503,0.0,0.0,-0.2576499453992918,0.7818491478663917,-0.2880925711926019,1.7709283987530664,M,0.9169601173120322,0,5,5,5,5,1,4,5,4,0,12,7,14,13,15,7,5,21,8,2,24,23,24,15,11,5
309,274073,Salayar,0.3876548846166797,1.0961268192620743,0.3780324567757527,-0.2910157471000235,0.0124072381155575,0.0,5.8424742821665046,0.0866668579486908,0.2724150336820238,-0.220653660134729,1.2763376348306008,S,2.634519604155376,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,21,4,4,15,9,14,19,11
310,274086,Polillo,0.2706904657587677,1.307347993537403,0.7386285873133323,1.3461521062546562,0.5947777393129856,0.0,6.082061864682712,0.0423938310617496,-0.2231297747919552,0.2469845649667759,1.345320908568617,M,2.536381308400844,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,21,4,4,15,9,14,19,11
311,274090,Corfu,0.4672834835954721,0.1901657575244725,0.0248218432475193,-0.0465192057674365,1.2175909472123625,1.9422546270303855,6.087947104860728,-0.8918134028736362,0.3675254856865123,1.3577413191449923,0.9057167314721704,L,2.7960441568913263,3,3,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
312,274093,Pagai Utara,-0.4199035924560743,0.9866424573146194,-0.5314138826925254,-0.0612244071491042,0.0,0.0,0.0,0.0566463892378124,-0.5336214525542049,-0.5572195401085243,0.2311089694910077,S,1.2411885963425011,0,4,3,7,8,7,10,11,0,11,2,1,1,15,1,14,16,19,6,19,11,22,17,21,7,24
313,274094,Islay,-0.8232009707887284,0.2829630008010826,0.5560566578441631,-0.3286782717166976,2.196855715478908,0.0,0.0,-1.7273094011556185,-2.1139532440953066,4.267658745604889,-0.511979698011803,M,0.937640742882177,1,2,4,6,0,3,3,7,10,7,3,6,4,11,14,16,13,4,14,10,10,16,21,2,4,13
314,274098,Bornholm,0.0468005045769592,0.1126290327456457,1.0778952526567342,-0.623047507610499,3.585511332749918,0.0,4.125138138602308,-1.774147040251427,-1.3389065621205145,5.249105810312714,-1.0670050247265703,L,2.6377899978819683,3,3,0,4,1,6,8,9,8,10,8,14,15,16,8,12,4,17,0,5,15,11,16,9,10,2
315,274099,Sipura,-0.2296197746124865,0.9786360385950876,-0.1621596723811924,-0.1795146146986942,0.0,0.0,0.0,0.0493863376864389,-0.4867001205569769,-0.5640209698613856,1.6899381196786183,S,1.4794343984885536,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,6,19,11,22,5,21,7,24
316,274102,Tawitawi,0.4687927004867503,1.002586480156214,-0.1646066595007081,0.3564408128050843,0.0,0.0,0.0,0.0922016142120392,-0.1501540084280087,-0.5850027440899493,1.0253033503081308,M,2.5944898028199583,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
317,274106,Hitra,-1.101160766743467,-0.4369299766456274,0.6207062062180265,-0.2048845657425194,1.7259506831644096,0.0,6.216528550611411,-2.000584549150058,-2.5168646182472174,10.601485894563783,1.7214286796105032,M,1.3069451325713335,1,2,0,1,6,9,8,10,7,13,8,2,15,4,8,5,1,2,0,1,8,11,23,25,12,2
318,274108,Guimaras,0.8401346777009581,0.9330904636080358,0.1128577517791577,0.3131707208073697,1.812636061025076,0.0,6.282585008891107,0.0920239458349114,0.195415943532195,-0.08967967424927,0.3488732889010824,M,2.800840665474477,2,1,1,0,3,2,1,1,3,2,4,0,10,17,4,2,14,12,21,4,4,15,9,14,19,11
319,274111,Mitkoff,-1.08134266830796,-0.4599644393867552,-1.204150299998699,-0.5711678043237649,1.2117197508915465,0.0,6.720582884976404,-2.161738568708116,-2.446827016474656,4.59605774473854,1.0679204273155023,M,0.7932521946290174,3,3,0,4,1,6,8,9,8,10,8,14,15,16,8,12,4,17,0,5,15,11,16,9,10,7
320,274112,Sulabesi,0.2927545582872559,1.2743216637988062,-0.2972605100861576,0.7699393251180433,0.0,0.0,0.0,0.052191449484607,-0.0630656826914018,-0.4685109907113697,0.2514263933518595,S,2.5629906550198083,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
321,274115,Sangir,0.661777744085228,1.2085120204812216,0.3410307795147381,0.1598171622696227,0.0,0.0,0.0,0.06885275120265,-0.2727447903208916,-0.4678908888198053,1.0676957489868983,S,2.7314623151519037,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
322,274116,Kai Besar,0.1188542574630529,0.9847524520470604,0.5475044651595352,-0.0914645446276417,0.0,2.5613088072405894,0.0,0.0250397783501616,-0.6872250960539732,0.075284252137644,0.5733732826143296,S,1.9493890280816624,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,11,7,7,22,11,1,19,14,12,16,25
323,274117,San Cristobal,-0.6066617562493652,-0.4567156829256422,0.2018332417447623,-0.1448543753007359,0.0,3.5430166687438613,0.0,-0.3588764610155647,0.4988110827509828,-0.3870107477201338,1.068094816343622,S,1.327892707684326,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,11,7,7,22,11,1,19,14,12,16,25
324,274120,Cozumel,0.544526820433429,1.2238249806776949,0.6404172214769661,-0.9122963427357436,0.7351131180866717,3.406602156264241,4.842563152901773,0.0140355947800393,0.8040229943952351,-0.3603569278959246,1.1069270061476904,L,2.7791529526196634,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
325,274131,Tierra del Fuego,-1.2294026934132185,0.2686275918767427,0.4251686010833375,-0.992479467772276,5.182763035126016,3.10312966524972,7.674907858068587,-2.190299213590651,-1.4559123425604197,2.486842785991885,3.825964569308994,L,2.816977854197302,3,3,0,4,1,6,2,9,12,10,14,10,16,6,3,15,2,11,4,15,19,2,10,19,9,16
326,274137,Corsica,-0.2086118353439027,0.092395333116977,-0.5729035121844606,0.0320065969108049,2.132991252447068,5.1469961430897415,7.641923914910173,-1.191837560666004,0.0309105675108088,1.315472430257543,2.626321051612835,L,2.817100664857332,3,3,1,0,3,6,2,6,12,1,14,10,16,6,3,15,2,11,4,23,19,2,4,19,22,16
327,274145,Graham,-1.803742579492879,0.0832651378733459,-0.2607337725730063,-0.7731076344091743,3.904412621931299,4.039985971246037,7.344794620609464,-1.8973264453076395,-2.1966244412253624,2.875658392736041,-1.0670050247265703,L,1.9937259397418332,3,3,0,4,1,6,2,9,12,10,14,10,16,6,3,15,2,11,4,15,19,24,10,19,9,7
328,274146,Moresby,-1.9916817272842744,0.0199440719828051,0.1616873275652668,-0.273343754378216,3.8023454151197047,4.8319219715226165,6.510804836583218,-1.8947311563515807,-2.2467236610087107,3.643575936734449,0.0457610630330235,M,0.8867632453910955,3,3,0,4,1,6,2,9,12,10,14,10,16,6,3,15,2,11,4,15,19,24,10,19,9,7
329,274147,Misool,-1.0688470286775689,1.0582519599050395,-0.5005667380101763,1.066485624089404,0.0,2.9836842569206183,6.499487123099275,0.0352925219452644,-0.6808660265752383,-0.4267623121706332,0.8193788221019744,M,2.0617847612912463,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
330,274149,Dawson,-1.901317559116512,-0.0259432889246644,0.1406366640972869,-1.1682528144987174,2.6647574551959243,0.0,6.321650189523441,-2.1215543401185024,-2.3531281863970444,3.181172716428148,1.938080622784832,M,0.7553568725630567,3,3,0,4,1,6,2,9,8,10,14,14,15,16,8,12,4,17,5,15,15,21,16,9,9,7
331,274153,Ibiza,0.678644545963786,-0.48681993793905,-0.0012858090414303,0.1119503881304596,0.0,4.185932387169008,0.0,-0.7628208084100478,0.5571849616333091,0.53325968016243,1.7546849681049532,L,2.814839284282734,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,0,7,7,22,11,1,19,14,18,16,15
332,274154,Orkney,-0.3676957361755992,0.6108844340342984,1.3726069148993696,-0.3071851921170646,2.4925249625054917,0.0,0.0,-1.840429818544124,-2.440747197068569,5.679908799857266,1.785112225711801,M,2.334259662808209,1,2,4,6,0,3,3,7,10,7,3,6,4,11,14,16,13,4,14,10,10,16,21,2,4,13
333,274161,Yakushima,-0.4980607734986116,0.9378355145335652,1.0410039817438823,-1.2573807978315856,3.14097435564537,0.0,0.0,-0.6179065688032342,-1.4032200863881876,0.427395399565267,1.7568489357565285,M,1.487908546702682,0,5,5,5,5,1,4,5,4,0,12,11,14,5,6,13,5,5,15,20,18,23,1,8,3,21
334,274162,Jerba,0.8538451638179911,-1.3477742741178866,0.2619698946647513,-1.1191815894783077,3.2286825388504647,4.226147983939801,0.0,-0.5465349271461913,1.357657673813956,-0.1013554509168267,1.7259577204646983,L,2.814792262970152,4,0,6,3,2,8,0,0,5,5,11,15,5,2,16,0,7,8,16,0,12,5,14,18,27,15
335,274173,Isla de los Estados,-1.8702769899129228,-0.305988483009938,1.4284811902054948,-1.1711931572320735,3.040233550937393,0.0,0.0,-2.1309165234959924,-2.396742436275719,4.897967966366777,1.5634306637366302,XS,-0.0729834766241507,1,2,4,6,0,3,3,7,10,7,3,6,4,11,14,16,13,4,14,10,10,16,21,2,4,13
336,274178,Phu Quoc,0.5126546411235452,0.6280530683548279,0.3094068034067682,1.1166073622708372,0.0,0.0,6.0419887457917465,0.1060292036693485,-0.2261854220482388,0.0871463357151413,1.0809565261720284,M,2.7626191308792585,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,21,4,4,15,9,14,19,11
337,274179,Falster,0.1600788843057292,0.0515413032272354,0.7849532132125503,-1.004923315628527,1.9173535991633417,3.173101593046652,4.322675121742016,-1.7380104081248822,-1.4973895791046283,4.3062912466745775,1.0177130084612924,L,2.7197192474662666,3,3,0,4,1,6,2,9,12,10,14,10,16,6,3,15,2,11,4,15,19,24,10,19,9,7
338,274180,Lemnos,-0.2823734070231491,-0.6477927203109236,1.0833051836680985,-0.402295255698005,2.705071143652545,4.111696518259045,0.0,-0.9736145063264584,0.4098873191187848,1.8262346482310936,1.3795935462401687,M,2.132501574287124,4,0,6,3,2,8,0,0,5,5,11,15,5,2,16,0,7,8,16,0,12,5,14,18,27,15
339,274186,Samos,0.0498431183549372,-0.1728052296180574,0.8681798436581419,-0.8135176354329486,1.3991150855524823,2.4016002239129497,5.626496090027735,-0.8707139834236399,0.7411730625790995,1.4574917092445354,1.3596999332314266,L,2.6298275377677585,3,3,1,0,3,2,2,6,3,1,7,3,6,8,3,8,15,10,9,23,13,25,4,10,22,16
340,274188,Kasiruta,-0.6110720633191844,1.0573768786450493,-0.3855516851138086,-0.0215947254460224,0.0,0.0,0.0,0.0499113860114288,-0.2516260918385049,-0.4434607082369192,1.6427271974310993,S,0.7544770676883356,0,4,3,7,8,7,10,11,0,11,2,1,1,15,1,14,16,19,6,19,0,22,17,21,7,24
341,274189,Tanahbala,-0.5659517080614762,0.9354668190368668,-0.8553400957534399,-0.0716714509539504,0.0,3.6524074539097375,0.0,0.0629047655743608,-0.4661977485783133,-0.5494433593398633,1.6425309201398686,S,0.7646810711176683,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,11,7,7,22,11,1,19,14,12,16,25
342,274193,Sibuyan,0.4243341090860089,1.1347850696535693,0.8203899982630938,-0.1221278581145704,0.6670902165395204,0.0,0.0,0.0415113526760203,-0.3646015946899299,0.0469310838317957,1.642138698072923,M,2.6252652442242,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
343,274196,Pico,-0.3331402651059044,0.8747941011154781,0.9859846350493288,-0.4391784399279632,1.861638277938506,0.0,0.0,-0.912804554075063,-1.117615702125448,1.3793388781735194,0.8734490959978092,S,0.9787827019996708,0,5,5,5,5,1,4,5,4,3,13,11,14,9,2,4,5,1,15,14,18,0,1,22,3,18
344,274203,Sebatik,0.2416679806815168,1.240866155945752,-1.245421598567106,1.490869657861839,0.0,2.430430519759594,5.413469638364993,0.0866365473110757,-0.0473639964308693,-0.5811816349589256,0.8734659780309866,S,2.3631675206270515,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
345,274209,Kadan,-0.330971184423063,0.8322262610952361,-0.6635683102751081,1.4426634818129425,0.0,0.0,6.492179259700548,0.1025497958204375,-0.00776135867055,0.4506949737289908,1.7835653808948684,S,0.9702705732765924,2,1,1,0,3,4,1,2,11,2,0,0,0,14,17,18,14,16,20,4,14,1,19,13,26,11
346,274216,Banggi,-0.5648760889671915,1.1914221833541476,0.2906861740916191,-0.2563242198360906,0.0,0.0,5.716290469570287,0.1055801914338103,-0.1556087175797253,-0.1910287559601839,1.6149281358101335,S,0.6173868026590154,2,1,2,2,7,4,1,2,11,12,0,0,0,14,17,18,11,9,20,16,14,1,26,13,8,20
347,274217,Arran,-0.3046066800118754,0.2154710416751888,1.2908874495599232,-0.3361981186230386,2.188842090364397,0.0,6.332718392315855,-1.7897165215070674,-2.346754843323508,4.4879114395850825,1.6621592747783531,M,1.2073579445139218,3,3,0,4,1,6,8,9,8,10,8,14,15,16,8,12,4,17,0,5,15,11,16,9,10,7
348,274218,Naxos,-0.2279084183019525,-0.5968910859369483,1.1453242774526429,-0.7619172301811764,1.718882118330726,0.0,0.0,-0.84895733053807,0.7184238803828837,1.4480638588829475,1.6327358067466862,M,1.9768674814772385,0,5,5,5,4,5,6,4,1,0,12,12,14,5,6,7,18,5,8,20,24,23,24,8,2,21
349,274225,Kangean,0.6261390789031407,0.4043171842075264,0.338045268107955,-0.0601944842353978,0.0,0.0,0.0,0.0913169165967344,0.2923190126478689,0.1614044110019851,1.2578112804226018,S,2.655281912281429,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
350,274226,Mafia,0.5295308441859776,0.3915074639558333,0.5599938577305791,0.19221437108689,0.0,3.886375928448461,4.313646080556791,-0.0059476741112746,0.7985660893058568,-0.3107030238478227,1.6428994558201824,S,2.594233244179696,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
351,274228,Zakinthos,0.2339690123849412,0.1720296579732522,0.4423943831697702,-0.2243165012122263,0.0,2.430430519759594,5.702090769972767,-0.8435356650719377,0.5594445814872208,1.3431505626643778,1.3117586546588955,L,2.7959059164090783,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,4,10,22,27
352,274230,Burias,0.6065472861874804,0.9958468943223524,0.4215412742968111,0.7388158806834895,0.1586164019948752,0.0,5.850648903004075,0.0801858383976921,0.3037949828680263,-0.1559314353317842,1.2181291895816442,S,2.57865162761952,2,1,1,0,3,2,1,1,3,2,4,0,10,17,4,2,14,12,21,4,4,15,9,14,19,11
353,274231,Bruit,-0.4811774908435638,1.047343730069864,-1.1429891535500631,1.1689957903633317,0.0,0.0,5.726842717607433,0.1030267430638707,-0.6197450296780975,-0.4494359921290504,0.1742207242376103,S,0.7068641024491158,2,1,2,2,7,4,5,2,11,12,0,13,0,14,17,18,11,16,20,16,14,1,19,13,26,20
354,274232,Siargao,0.6756293477060841,1.2419356679006517,0.2706017142235828,0.2284948225980564,0.0,0.0,5.946958399331803,0.0842659930657223,-0.2002451764399319,-0.1101021373849152,0.6748870186369554,M,2.68071153423583,2,1,1,0,3,2,1,1,3,2,4,0,10,17,4,2,14,12,21,4,4,15,9,14,19,11
355,274233,Terceira,0.3683613444478421,0.9571777336358112,0.9757561776995872,-0.3520354897333751,2.2712446668707043,0.0,0.0,-0.9036938356930676,-1.1058344965703113,1.2722448483515072,-0.0810645769712242,L,2.641093248063266,0,5,5,5,4,5,6,4,1,0,6,12,11,5,6,13,18,5,7,20,22,8,1,8,2,21
356,274237,Basu,-0.1981127076010796,1.1080454004259377,-0.6265138696262909,0.3611337074284324,0.0,0.0,5.119966619816955,0.1433267160163406,-0.6439091277076826,-0.376670951228396,1.7830127456639802,S,1.6224136426390463,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,20,4,14,1,9,13,19,11
357,274239,Kanmaw,-0.1237652555593964,0.6746862407284239,-0.5872934679287629,1.0000754598645871,0.0,0.0,5.9160506181477,0.111206106682859,-0.0764155197162263,0.3134457835381898,1.2192908554984447,S,1.484148587958721,2,1,1,0,3,2,1,1,3,2,4,0,10,17,11,2,14,12,20,4,14,1,19,13,19,11
358,274240,Brac,-0.2410709306624044,-0.2569644376237897,-0.1219406844881171,0.2390016359533338,0.2426392961952228,2.037754629938485,6.295575289496768,-1.183904446379267,0.1835732517225301,1.241613767868025,-0.0808381144886952,M,1.1582762829196294,2,1,1,0,3,2,1,6,3,1,7,3,6,8,11,8,15,10,9,23,13,25,3,10,22,27
359,274248,Kai Kecil,0.6592991124534738,1.095706107189386,0.6293742401593074,0.1051107812171995,0.0,0.0,0.0,0.0487897827942812,-0.2143716434177866,-0.2788827206026751,0.6751959983879415,S,2.6827790138991565,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
360,274249,Maikoor,-0.7405806595468225,0.957264983695781,-0.448477935368019,-0.2042756371276166,0.0,0.0,5.414605639793937,0.0310564131225553,-0.661101855640522,-0.1179384192043932,1.31158468395911,S,0.5768288897264008,2,1,2,2,7,4,5,2,11,12,0,0,0,14,17,18,11,9,20,16,14,1,26,13,8,20
361,274250,Enggano,-0.9212198166384308,1.0812857178551878,0.5017203397921111,0.1278907606551459,0.0,2.1356879602173438,0.0,0.0434073323197915,-0.3992875280256544,-0.3604788588571185,1.3115713634764266,S,0.2127700916342957,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,11,20,7,6,11,1,19,17,12,16,25
362,274251,Farasan,-0.3342841382149785,-1.5134341356642302,-0.1316279912147397,-0.098126047750169,0.0,3.704899377103159,0.0,0.2784658710655345,1.2019957047459338,-0.466709461020471,1.7241178127642256,L,2.6472425896553347,4,0,6,3,2,8,0,0,5,6,11,8,12,10,12,0,7,7,22,11,1,19,14,18,16,15
363,274254,Wight,0.8842627894197117,0.6039533645693834,0.4534503428447669,-0.5782906238465759,3.35552665673504,0.0,4.84280772395431,-1.5458699961455944,-1.32730688741208,2.8179011009342627,1.630865463919602,L,2.814657264249313,3,3,0,4,1,6,7,3,8,10,1,4,9,12,10,9,10,6,10,13,5,2,11,26,0,7
364,274258,Thasos,-0.2881054529010221,-0.344125310392266,0.2367781604499959,0.3049782410884706,1.076568273913208,4.178976830681633,5.544603741628871,-1.054823677596194,0.0553026770676034,1.7616611637492388,1.460702294708072,M,1.9913603833085716,3,3,1,0,3,6,2,6,12,1,7,3,16,8,3,8,15,10,9,23,19,25,4,10,22,16
365,274263,Sawu,0.555539755793322,0.1076198990617275,0.5462990018218422,0.2615597738126818,0.0,0.0,0.0,0.0898934493529347,1.2083983269882934,-0.1710485656717893,1.7599708560584495,S,2.5390743672013443,0,4,3,7,4,5,6,4,1,11,6,12,11,15,7,14,16,14,7,19,11,22,5,21,7,24
366,274264,Jura,-1.5236478831230502,-0.0404960723210746,0.9323281896550756,-0.275904213212192,1.9160052705383883,0.0,6.07249773163789,-1.7751275955773738,-2.2373495691204317,4.463909106042556,0.7163671626149458,S,0.2820969572295849,3,3,0,4,1,6,8,9,8,10,8,14,15,16,8,12,4,17,0,5,15,11,16,9,10,7
367,274271,Andros,-0.4690501072313982,-0.543115784804808,1.2647384458351694,-0.6918809144736652,2.578559218112866,3.0766478858031023,4.894616851334938,-0.9148273979341144,0.4529072018703533,1.6869897411753836,1.6305751444263044,M,1.1490004345064238,3,3,1,4,1,6,2,6,12,1,14,10,16,6,3,15,2,11,4,13,19,2,11,19,0,16
368,274273,Bruny,-1.428285078404132,-0.0119144585317187,0.9112930017592148,-1.4480652181616969,2.852875763412888,0.0,4.972432544898653,-1.522833168185859,-0.8123002154214846,1.0162183686100204,0.304201295446086,M,0.3742689171983654,3,3,2,4,1,6,7,3,8,4,1,4,9,12,10,9,10,6,10,13,5,21,11,26,28,6
369,274277,Langkawi,0.7002687347132621,0.6974536602273793,-0.539327500105318,0.814191283117736,0.0,0.0,5.333006535106383,0.1139475144874316,-0.0584366461004905,-0.0711638689775282,0.6050435738753128,L,2.8081024890823785,2,1,1,0,3,2,9,1,3,2,4,0,10,17,4,2,14,12,21,4,4,15,9,14,19,11
370,274280,Gomera,0.0906069203838916,-0.7923154714851425,0.8436096158893094,-0.5770518319803185,0.9863780147581532,0.0,0.0,-0.6789933384220732,0.7191082809541203,0.1005306089826692,-1.0670050247265703,M,2.413140612827188,0,5,5,5,4,5,6,4,1,0,6,12,11,5,6,13,18,5,7,20,22,8,5,8,2,21
