density_pop,evi,wind_power,wind_std,offshore_wind,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,res_area,gdp_cons_pop_urban_merged,ALL_Uniq,Name_USGSO,consumption_label,Birch
160.2048155632,3225.934392413776,15.702017726351968,0.515124516614127,0.0,0.0,211991.0,25.941528434539407,3.727749824523926,1.1789261102676392,11.863468264254472,-0.3591400226552435,87884,Canchimalero,XS,0
5.025943586439079,3072.2344829487697,36.86382394373759,0.5879909057865711,0.0,0.0,0.0,26.234551747639955,3.5742411613464355,1.2502228021621704,11.05317106025818,-0.3889710006447323,87889,Sanquiamba,XS,2
13.756304974751274,3085.436249744834,35.68735012318914,0.5593156854467947,0.0,0.0,0.0,26.211966105892827,3.6013271808624268,1.2498620748519895,1.7988610594643708,-0.3892175958201455,87891,Mulato,XS,2
7.661386206832184,4908.392687519075,4.45454044518996,0.5089731239169871,0.0,0.0,4673456.0,27.45457314158142,4.290130138397217,1.383556842803955,2.979837692979981,-0.3682809140104648,87949,Ilha São Domingos,S,0
63.9390309665817,4729.761299692395,4.138565557959819,0.5268390084274849,0.0,0.0,1770390.0,27.45999111545888,4.289941310882568,1.381933093070984,91.35879733201686,-0.2462557583288865,87952,Ilha Buiuçu,M,0
38.49962425734645,4862.736862797924,7.206286548574157,0.6180713420871364,0.0,0.0,289953.0,27.463478724161803,4.51971435546875,1.3868876695632937,7.507982493278544,-0.3803876628550888,87954,Ilha Santarém,XS,0
55.8966696801403,4913.087670067951,18.22702985209673,0.5550328980250512,0.0,0.0,2251313.0,27.344583343021498,4.415813446044922,1.3466302156448364,37.54988722113382,-0.3012258294978961,87955,Ilha Sirituba,S,0
33.71033950801299,4710.189549502401,15.68916209522934,0.5837481484330117,0.0,0.0,1929819.0,27.54435500323933,4.4370880126953125,1.391250729560852,19.236985328202667,-0.3568663681421988,87957,Ilha de Palhêta,S,0
2.4158299493272493,3926.7747751708976,6.853757190066145,0.4746530036139589,0.0,48.0,3595973.0,27.349265009981707,4.408220291137695,1.343549132347107,127.9599586099946,-0.3696138986884677,87961,Ilha do Comandaí,S,0
32.20046707523907,4712.837191310906,21.592071273111028,0.5423691526305129,0.0,0.0,2254817.0,27.38960237243089,4.524807453155518,1.402251124382019,42.07284456135258,-0.3808461313099899,87963,Ilha de Santana,XS,0
3.4559041624249067,3752.97259785049,5.392930812268795,0.5235982958093122,0.0,0.0,530853.0,27.502364375558106,4.242980003356934,1.3731627464294434,15.009906950924917,-0.387726048212525,87964,Ilha Grande de Taiaçuí,XS,0
7.4654657549561,4973.807178862737,4.974365307579066,0.5937727470532091,0.0,0.0,25384677.0,27.403493407204223,4.174972534179688,1.406076192855835,646.4986647396048,-0.2828725448643374,87965,Ilha dos Macacos,M,0
6.809038745991409,4819.470648337756,4.848339580038677,0.5759950702789521,0.0,121.0,6040003.0,27.408501428615352,4.140655040740967,1.4534592628479004,1.6775527602979303,-0.3750013142400766,87969,Ilha Tapuia,S,0
6.450042610228751,4526.85261301884,4.781982922961694,0.5243781484072557,0.0,0.0,10562789.0,27.45636853551713,4.159219741821289,1.4467600584030151,50.32026375858072,-0.3618070507098556,87971,Ilha Ituquara,S,0
5.356224838984967,4191.649205108746,4.760426700918923,0.5182978611809687,0.0,30.0,9664891.0,27.543443787369085,4.253332614898682,1.42512309551239,0.0,-0.3583947230793899,87972,Ilha Urutaí,S,0
6.46698830283895,4260.627459346926,5.422079294966276,0.5143952090779333,0.0,0.0,609694.0,27.44944778947917,4.157517910003662,1.4506233930587769,55.57749137538354,-0.3777818871563693,87974,Ilha Aranaí,S,0
5.774082874524456,4938.169654578402,5.649153145929063,0.5670606838025976,0.0,0.0,16255888.0,27.41012961892767,4.080220699310303,1.4673503637313845,5.546207990886942,-0.3221497675537506,87975,Ilha Japichaua,M,0
7.520398167833242,4288.520200034942,7.2906711030766465,0.5538465147140155,0.0,0.0,11524652.0,27.495939254760746,4.047244071960449,1.5012869834899902,1.4562399510069666,-0.3835782426381252,87976,Ilha Santa Cruz,S,0
6.36096040448918,4739.543411511432,5.891091696428702,0.5108316140637806,0.0,0.0,12624016.0,27.473934023737684,4.115969181060791,1.4642211198806765,84.44954590494255,-0.335916482064064,87979,Ilha do Mututi,S,0
7.126751429772375,4256.91119948003,7.298600812094902,0.534724396206488,0.0,0.0,2458051.0,27.487649097342057,4.016452312469482,1.4815611839294434,2.746747396429589,-0.3774040423627885,87980,Ilha Capinal,S,0
6.251899363032911,4663.66759660522,7.563028030448159,0.4925351236359888,0.0,0.0,2275845.0,27.523029963175475,4.158413410186768,1.4711757898330688,1.4570719813379245,-0.3843744436225232,87981,Ilha Caldeirão,S,0
2.401896628899096,4826.877616368793,5.492675855930128,0.5311521942380089,0.0,45.0,158862491.0,27.522102230820508,4.194571971893311,1.4183255434036257,0.0,-0.0719992022185737,87982,Ilha Grande de Gurupá,M,0
4.635957576380979,4707.477909034479,8.681666079359246,0.5716774039148839,0.0,0.0,6506031.0,27.485528550618994,3.959927558898926,1.5015968084335327,14.743036067208172,-0.3377403205026832,87983,Ilha Acarapereira,S,0
10.486309965390154,3756.4672623722095,11.150339492597894,0.4903265111862375,0.0,0.0,1257051.0,27.506532931660047,4.166640281677246,1.459999918937683,58.44240635304156,-0.3849215761572633,87984,Ilha Porquinhos,XS,0
6.537163446447697,4466.709953509776,8.141001056218984,0.5036717781750983,0.0,0.0,2680557.0,27.56127945609029,4.093699455261231,1.4728307723999023,44.00499461836295,-0.3762554503627635,87986,Ilha Maracujá,S,0
