ALL_Uniq,Name_USGSO,density_pop,evi,wind_power,wind_std,offshore_wind,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,res_area,consumption_label,gdp_cons_pop_urban_merged
88556,Amazon Delta,-0.8477153917023793,0.5069818576422251,-1.181224852917651,-0.011899836442376252,0.0,0.0,4.587397881777916,0.08249380392589266,0.2813993466353477,-0.07542380755174616,0.431411258950382,XS,-0.1778848532825435
88560,Amazon Delta,-1.0562268601821923,0.6695298800129003,-1.1899904087183957,0.013371234342264027,0.0,0.0,4.815281458032541,0.081707536201532,0.28875427384367414,-0.06047362638772855,1.125530313029055,S,-0.005050103037415005
88562,Marajo,-1.2867679446638216,0.6679342627625282,-1.1140232337087346,0.22926984715235146,0.0,0.0,5.139997852797512,0.08069970713436934,0.10522073199386016,-0.03111399097328925,0.3049931112711462,XS,-0.14664750816571442
88565,Marajo,-1.0289440847797582,0.7053848808715101,-1.1457899494324555,0.08824716133936697,0.0,0.0,4.635659410762282,0.08421738422306513,0.10328464695544223,-0.05227112203576546,0.08208130725468075,XS,-0.1266736801843843
88566,Marajo,-1.01880756572747,0.8170254631977897,-1.144263983305922,0.1194563463531664,0.0,0.0,5.06981959174652,0.08196945154715968,0.11393128471868941,-0.0339037650299207,0.64073753401685,XS,-0.14269587395132066
88576,Marajo,-1.431971900945234,0.9597153917412005,-1.155175924474938,0.2926193108332909,0.0,0.0,6.163737048104691,0.07315668757240634,0.08951904573332972,-0.05266381660074407,1.0890617829338238,M,0.46173235927310335
88580,Amazon Delta,-0.9883919128759725,0.8502319316857668,-1.1047330637820205,-0.004310376632505395,0.0,0.0,4.235696982988066,0.07591987886057859,0.24799913480056265,-0.10550645711697211,0.7635477842875321,XS,-0.13955035236164853
88582,Amazon Delta,-0.8677395337834373,0.5300811536575935,-1.0522309778634602,-0.12893169549365113,0.0,0.0,4.667070243539133,0.0911398028494219,0.2953186634937807,-0.07119870247897915,0.41060548109974304,XS,-0.17077702557882624
88587,Amazon Delta,-0.9925081410607517,0.9520579449891735,-1.0570328762715242,-0.07734221197658842,0.0,0.0,5.4697821498341055,0.0843870775646496,0.3212687908215662,-0.07490294424876359,0.724181071701584,S,0.12922212874748457
88588,Amazon Delta,-0.8837560106348972,0.5924538998253038,-0.9894122026363991,-0.1304673744116468,0.0,0.0,4.314790791159734,0.0911398028494219,0.31920387744032724,-0.045894793256298125,-0.045462111990850325,XS,-0.16792259537675436
88591,Amazon Delta,-1.0573227454706713,0.7899927184613261,-1.0964408025979953,-0.07943890628212794,0.0,0.0,5.2113939993429685,0.09206405814343022,0.1797552481080167,-0.05371683947961209,-0.03559316133473186,XS,-0.14785448803149745
88602,Amazon Delta,-0.789610915337583,0.6995936060696927,-0.8199565492521407,0.0036201380441609936,0.0,0.0,4.35763006137302,0.08191322162470734,0.37141668722308313,-0.061008442878024365,-0.548094189206429,XS,-0.18021077500233254
88605,Amazon Delta,0.7133454171377785,0.6351146612756274,-0.8002468427086431,0.061379250078364686,0.0,0.0,4.408141918899496,0.05054114007285362,0.16487484253297016,0.04779725012778711,-0.11749735141669879,XS,0.2862060418256429
88614,Amazon Delta,0.583031795944456,0.660174855574214,-0.804655068030277,-0.034498705563337013,0.0,0.0,4.718913961450385,0.05054114007285362,0.3274459634639892,0.06567098703057853,0.4823607540142873,XS,0.29110962192351153
88655,UNNAMED,0.01582191205310012,-0.5396941334828328,-0.8350528215911451,0.017494587323780987,0.0,0.0,3.9947920951091396,-0.0672369395709764,-0.7567503123721324,-0.42484153016882903,-0.19232800648719775,XS,-0.18580330990962984
88659,Patia Delta,-0.6312617355446326,-0.34142472468917834,-0.7014314253565737,0.21744810505228834,0.0,0.0,4.219558479921233,-0.045650903212800846,-0.7667184053979076,-0.39625301604381324,-0.029746840330741767,XS,-0.1842922125025884
88665,UNNAMED,-0.5577974145194253,-0.38681473401928274,-0.5361053800250116,0.0662047637721728,0.0,0.0,0.0,-0.05939362466872513,-0.649523042339874,-0.43755660869801055,0.07786699083358617,XS,-0.18480730439073137
88906,UNNAMED,-0.6179526293147662,-0.5291364959678281,-1.1247464384357306,-0.04116970327383257,0.0,0.0,4.355606208379495,-0.015859549415220064,-0.615544200931224,-0.14355545843334833,0.7227727756016025,XS,-0.09239191532433343
88909,UNNAMED,-0.03310361338675876,-0.6273748701836198,-1.0302693145469874,-0.026676100723456678,0.0,0.0,0.0,-0.0175010557577882,-0.6645304463096902,-0.1508761344083972,-0.5759273542152904,XS,-0.17918364362041503
88923,UNNAMED,-0.44351701152981043,-0.6316185499333916,-1.1431251257988277,-0.010414122238172754,0.0,0.0,4.889684385518456,-0.0175010557577882,-0.7365132828609261,-0.07173455004551584,0.2295762165751393,XS,-0.106418341111718
88942,UNNAMED,-0.27088048984810625,-0.876406826575445,-1.1798088668726454,-0.23545408059245954,0.0,2.9247501589188554,3.6320820873110375,0.04703315890900084,-0.6661177432495047,-0.23506508693028116,0.37410396431585596,M,2.132841957251753
89035,Mata-Mata,-0.8728115414455965,-0.44840751935815865,-0.9304423678008723,0.09879936372150724,0.0,0.0,0.0,0.10076337814047952,0.9011215019628023,-0.4574130126031217,0.6374905754136138,XS,-0.17342828092157014
89036,Orinoco Delta,-0.33419164320975914,0.9778169209568853,-0.37825520367761817,-0.03263405331379858,0.0,0.0,4.199453980685591,-0.013509075162124635,0.5279665470856614,-0.3727616487676854,-0.5868958423500881,XS,-0.19303048897735972
89038,Orinoco Delta,-0.9521306011653591,0.9020490981849315,-0.7121659072507092,0.012220628985016408,0.0,0.0,4.404640300601504,-0.013509075162124635,0.4833209384851983,-0.3850465929717858,-0.5069361565913026,XS,-0.17526283069006
89040,Orinoco Delta,-0.2650000398487359,0.8451007860003821,-0.3091475814042942,-0.08668350669051025,0.0,0.0,0.0,-0.01428260178688199,0.4826387338516234,-0.3801431283554199,0.27512314466001964,XS,-0.16514122753631494
89041,Orinoco Delta,0.09951546163886928,1.078791689137073,-0.670779068564378,-0.0077304520984019034,0.0,0.0,0.0,-0.014316159467681285,0.4410696339152324,-0.3982958416575009,-0.5055072620332535,XS,-0.16931846222201852
89071,Orinoco Delta,-1.0853274763180945,0.8407069416680042,0.5200377945760045,-0.5479118211296482,0.0,0.0,4.210424483101273,0.0042823887101022745,0.820957333663212,-0.4606676327929431,0.09446382411221213,XS,-0.19889216660854636
89505,Moose Factory,1.0386103267987135,-1.067039624117513,-0.7582773780461606,-1.229881308555869,0.01291872789046471,0.0,0.0,-2.8534733610362366,-0.5592249877210486,1.998428214238535,-0.5031131042151744,M,0.41366382225840154
89757,UNNAMED,1.2190183018040364,-0.2663352608052371,-0.12274732106370813,0.8136747740317448,0.0,0.0,4.791158703519179,-0.02551310571349084,0.01654620728626756,-0.0048430238898397645,-0.18235033989354765,XS,1.829009155262183
89767,UNNAMED,1.478431900152666,-0.4577008828607026,-0.623912915909034,0.6593025643144063,0.0,0.0,0.0,-0.005972827627125195,-0.08487536955800899,0.04478501118430057,0.4383414159802178,XS,2.458841518166521
89772,Pakhirala,1.663400521917195,-0.3730498789415384,-0.6672917006304468,0.6156602260738933,0.0,0.0,3.5381425786031366,-0.00394417567935347,-0.09469560278122756,0.04532139862712119,-0.23877092361884464,XS,2.773894404873197
89803,UNNAMED,1.423194137521695,-0.19204674946347736,-0.7625408263479008,0.4546973351259571,0.0,0.0,3.8134744139612864,-0.05951684005128835,-0.1279216035615181,0.024261775937246485,-0.18016672259310743,XS,0.7505160199627968
89810,UNNAMED,0.07990267331613106,-0.8821758216073735,-0.6235126171011482,0.6364229210095665,0.0,0.0,0.0,-0.02421264993945666,-0.08959041370733567,-0.003834615899614298,0.11375631562038949,XS,-0.14890625188846932
89813,UNNAMED,0.590362868352948,-0.47847321659798736,-0.6420201471342875,0.6213915150714503,0.0,0.0,0.0,-0.02421264993945666,-0.08496137711642641,1.653558902786066e-05,-0.13835558023948683,XS,-0.11338338515247441
89834,UNNAMED,0.9220044812355398,-0.912426827114355,-0.6873473413374251,0.633237789710636,0.0,0.0,0.0,-0.06874056623930284,-0.07820996677546317,-0.05355141585471439,-0.5549803865782535,XS,0.19829643747189882
89844,UNNAMED,1.368180812229209,-0.2652474875525595,-0.6869477244949657,0.6539489670474498,0.0,0.0,4.078722961280242,-0.06874056623930284,-0.08181276849912784,-0.07133334265835407,-0.6071966581043298,XS,1.1796004944421967
89846,UNNAMED,0.9169527667477518,-1.167089161938966,-0.6604539686773906,0.6863300523334408,0.0,0.0,0.0,-0.03065206669511311,-0.056822265929515475,-0.0853308373614803,-0.9830424304968857,XS,-0.0440581251426337
89855,UNNAMED,1.6012026642073616,0.192908268024121,-0.7059626733529117,0.6524490453397515,0.0,0.0,4.293630680642609,-0.06556616664945501,-0.08806679895971113,-0.07467260266567614,0.8643816379288112,S,2.8036783817964643
89862,UNNAMED,1.0499129686399082,-0.36565126447244833,-0.6644736256144325,0.7298033620488559,0.0,0.0,4.158958445923309,-0.03674436377545316,-0.05303646940070665,-0.10786782389938387,-0.5186794042332893,S,2.5949398430829196
89868,UNNAMED,0.27644199125773944,-0.8731003886342489,-0.6703571143088418,0.7477310902209601,0.0,0.0,3.136331373761683,-0.036531493790446824,-0.03419825218001575,-0.13245333270342574,-0.6337622515607774,XS,0.26172325428536924
89887,UNNAMED,0.681748360327182,-1.641813298197562,-0.665966487650199,0.9446683776954995,0.0,0.0,0.0,-0.06629569587990695,-0.06968314083499798,-0.17909036594026534,-0.7109482437949578,XS,1.8580880155157224
