ALL_Uniq,Name_USGSO,IslandArea,Popolazione,Densità_pop,evi,eolico,eolico_std,offshore,gdp_2019,consumption,geothermal_potential,hydro,temp,prec,hdd,cdd,solar_pow,solar_seas_ind,urban_area,urban_area_rel,superficie_res,ele_max,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res
88142,Samiruddin Char,31.9785416945,7707,241.0053614585411,2398.8043612429024,31.833448543246597,0.6809825052097899,0.0,15.686683654785156,735680.3125,0.0,0.0,26.275548299153627,2.0199531144462526,0.0,1958.2481079101562,3.9415647983551025,1.4989724159240723,0.0,0.0,16.3335246936369,30.0,M,M,1,XS,0
88154,Île de Bai Luoi,10.0134575877,6841,683.180603711062,1548.5566274718885,74.18175562080957,0.4692346180962027,5.033135378965921,294.35821533203125,41673620.0,0.0,0.0,27.979071299235045,1.967709170654416,0.0,2546.0839920043945,4.2447829246521,1.3968850374221802,0.33439055895171066,3.337314193846837,75.00159320065515,50.0,L,M,1,M,0
88321,UNNAMED,15.6321260855,842,53.86343453185295,4099.000338710663,3.3017720462738858,0.606645289475354,0.0,53.52497482299805,9254619.0,0.0,0.0,27.79720433553058,2.288110808469355,0.0,2483.8806915283203,4.341333389282227,1.288612723350525,0.0,0.0,98.72868341959979,31.0,M,M,1,S,0
88330,UNNAMED,22.0319524483,2179,98.90181113604088,4499.206825730731,3.165099427081559,0.6261991265953144,0.0,5.103486061096191,882407.0,0.0,210239.0,27.753243994850664,2.5444599164516797,0.0,2471.4361288888076,4.392666816711426,1.2960485219955444,0.0,0.0,22.0240682654237,64.0,M,M,1,XS,0
88335,UNNAMED,8.16742506631,887,108.6021595299119,3447.861670754468,3.623467411451291,0.6406714043991083,0.0,2.335843324661255,403873.90625,0.0,0.0,27.899051666259766,2.621760704088956,0.0,2520.6758575439453,4.396714210510254,1.2847703695297241,0.0,0.0,35.87373326467419,21.0,M,M,1,XS,0
88339,UNNAMED,5.984918632,585,97.74568978634696,3189.8086998416265,4.331086312896149,0.6547591512184125,0.0,9.874768257141113,1707375.25,0.0,0.0,27.91514736197263,2.6848104286473244,0.0,2526.8652153015137,4.488187313079834,1.295645833015442,0.0,0.0,34.832006373651225,49.0,M,M,1,XS,0
88340,UNNAMED,35.6186949201,3118,87.53829995720815,4210.013126402918,3.8785093361541167,0.6528923755861111,0.0,7.034140586853027,1216222.625,0.0,441502.0,27.902811890599594,2.6332242903722958,0.0,2521.9137290954604,4.335000038146973,1.2825655937194824,0.0,0.0,29.67021248318537,59.0,M,M,1,XS,0
88341,UNNAMED,3.59487293471,312,86.79027205315371,3372.4679220298935,3.979466541442896,0.6575949259569264,0.0,1.38544499874115,239547.328125,0.0,0.0,27.932096622838458,2.7478601532056928,0.0,2533.054573059082,4.333181858062744,1.2901772260665894,0.0,0.0,98.40113493379015,26.0,M,M,1,XS,0
88342,UNNAMED,5.02047944324,384,76.48671891626809,3378.2328544784855,3.979466541442896,0.6575949259569264,0.0,2.701479911804199,467093.46875,0.0,0.0,27.92547947679782,2.7478601532056928,0.0,2533.054573059082,4.284200191497803,1.287605881690979,0.0,0.0,99.47743960522388,25.0,M,M,1,XS,0
88348,UNNAMED,3.29534992464,588,178.43325092834746,2882.3875224659873,12.324964281182908,0.5942112658899623,0.0,1.4752694368362427,255078.21875,0.0,0.0,27.933170954386412,2.7478601532056928,0.0,2533.054573059082,4.383625030517578,1.301599383354187,0.0,0.0,45.33217098055526,19.0,M,M,1,XS,0
88350,UNNAMED,7.52645100165,599,79.58598280500108,3698.762569188285,6.315957359278908,0.6619696065277537,0.0,2.4903500080108643,430588.53125,0.0,0.0,27.933170954386412,2.7478601532056928,0.0,2533.054573059082,4.256499767303467,1.2922496795654297,0.0,0.0,100.0,29.0,M,M,1,XS,0
88353,UNNAMED,9.64813109229,848,87.89266977079659,3872.0618866244895,7.997458237188555,0.645557093368399,0.0,2.8275997638702393,488900.03125,0.0,0.0,27.933170954386412,2.7478601532056928,0.0,2533.054573059082,4.327178478240967,1.295238733291626,0.0,0.0,100.0,26.0,M,M,1,XS,0
88357,UNNAMED,12.984612529,1333,102.65997518392334,4003.9963677104606,8.663435422642582,0.6477154403845197,0.0,3.889739990234375,672547.0,0.0,239146.0,27.933170954386412,2.7478601532056928,0.0,2533.054573059082,4.264613151550293,1.2862145900726318,0.0,0.0,99.7472189145308,56.0,M,M,1,XS,0
88362,UNNAMED,10.0889625126,1047,103.77677572816953,4591.305687708712,7.997458237188555,0.645557093368399,0.0,2.704660654067993,467643.5,0.0,0.0,27.933170954386412,2.7478601532056928,0.0,2533.054573059082,4.507564544677734,1.3034611940383911,0.0,0.0,20.108238559291518,49.0,M,L,1,XS,0
88370,UNNAMED,7.67200814096,522,68.03955241041781,3137.8777563437584,9.451275451191288,0.6480856107242974,0.0,2.458782434463501,425130.4375,0.0,0.0,27.933170954386412,2.7478601532056928,0.0,2533.054573059082,4.38942289352417,1.3016859292984009,0.0,0.0,34.058524161884726,28.0,M,M,1,XS,0
88377,UNNAMED,13.3134369574,703,52.80379531216782,3465.7192738653007,12.83637281213766,0.5757339065521546,0.0,3.934051990509033,680208.625,0.0,0.0,27.771309427924336,2.675938817090355,0.0,2472.2036361694336,4.526257514953613,1.312140941619873,0.0,0.0,25.530498349234403,28.0,M,L,1,XS,0
88385,UNNAMED,7.21204801334,901,124.92983939283765,3021.7763233720243,13.092077077615036,0.5672089677961324,0.0,2.458782434463501,425130.4375,0.0,0.0,27.711140314737975,2.6519650383852422,0.0,2451.919990539551,4.559899806976318,1.3152031898498535,0.0,0.0,5.947039054255137,22.0,M,L,1,XS,0
88410,UNNAMED,71.8797133602,648,9.015060991587085,4590.298316644683,4.390723119904488,0.5337295736576888,0.0,12.908607482910156,2231934.25,66.0,4418539.0,27.647856366784424,2.328714882740751,0.0,2434.7394418334957,4.456958293914795,1.3674520254135132,0.0,0.0,38.38415329463892,53.0,S,M,1,S,0
88411,UNNAMED,23.1158817443,245,10.598773722331098,4492.929782381711,4.698781888638684,0.5204323577865851,0.0,5.778138637542725,999056.25,0.0,1337651.0,27.631717332009828,2.318121523030901,0.0,2431.755720955984,4.413301944732666,1.3720455169677734,0.0,0.0,17.163023394550077,36.0,S,M,1,XS,0
88427,UNNAMED,8.86126917456,848,95.6973525231059,4370.1064977232345,23.809737025826823,0.5550399718700735,0.0,2.335843324661255,403873.90625,0.0,0.0,27.40431531270343,2.5969182699918747,0.0,2339.902732849121,4.361350059509277,1.3262085914611816,0.0,0.0,28.643393333228744,24.0,M,M,1,XS,0
88433,UNNAMED,161.946205199,1470,9.07708827257582,4991.411702123355,4.74532688031612,0.5127880897231301,0.0,26.186031341552734,4527638.0,0.0,2210136.0,27.631465444753815,2.3397312767920084,0.0,2424.7631742243243,4.400232791900635,1.3737095594406128,0.0,0.0,20.454914517656416,42.0,S,M,1,S,0
88440,UNNAMED,10.0139655629,763,76.1935913607275,4127.718968493545,8.94729729183327,0.5762805477939272,0.0,2.212904214859009,382617.375,0.0,0.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.624238014221191,1.3524976968765259,0.0,0.0,50.21025271732489,24.0,M,L,1,XS,0
88447,UNNAMED,4.23869738556,274,64.64250100359551,3126.6009753013973,8.94729729183327,0.5762805477939272,0.0,1.3523303270339966,233821.703125,0.0,70956.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.6016926765441895,1.3633400201797485,0.0,0.0,57.43374229269668,22.0,M,L,1,XS,0
88449,UNNAMED,10.7296677972,427,39.79619947892789,4091.5752933009053,8.94729729183327,0.5762805477939272,0.0,2.704660654067993,467643.5,0.0,60443.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.648043632507324,1.3577332496643066,0.0,0.0,45.12951838484891,24.0,S,L,1,XS,0
88453,Marajo,11.1571558192,594,53.23937476769877,4408.257493735886,3.5344004452268325,0.662737786787296,0.0,2.704660654067993,467643.5,0.0,262800.0,27.55628776550293,2.613471590448171,0.0,2395.8662033081055,4.490208148956299,1.3895015716552734,0.0,0.0,16.857748903223545,21.0,M,M,1,XS,0
88454,Marajo,46.6698383947,426,9.127951041895574,4537.064764010291,4.181282927205018,0.5026376888403524,0.0,8.728677749633789,1509212.625,0.0,102492.0,27.408443197479073,2.440737190656364,0.0,2340.62606048584,4.24352502822876,1.3833047151565552,0.0,0.0,23.53102161005456,27.0,S,M,1,XS,0
88455,UNNAMED,59.1580579661,676,11.42701473377263,4751.769256234005,3.6225146806434254,0.5656175708034806,0.0,10.449825286865234,1806803.875,55.0,2564047.0,27.394658002705228,2.4876074811003894,0.0,2336.301558176677,4.268536567687988,1.3756600618362427,0.0,0.0,3.2940095631774886,44.0,S,M,1,XS,0
88460,Marajo,16.9461249394,966,57.00418257592538,4935.198335197205,3.5053251115892747,0.6557711667470001,0.0,3.565234661102295,616439.0,0.0,57815.0,27.55628776550293,2.613471590448171,0.0,2395.8662033081055,4.452028751373291,1.3973445892333984,0.0,0.0,11.31278303432758,22.0,M,M,1,XS,0
88464,Marajo,18.7939687617,368,19.580749796176246,4820.337445463242,3.2665942429465273,0.5761601875177444,0.0,4.548747539520264,786491.125,0.0,113004.0,27.38297971089679,2.502770066726953,0.0,2332.149215698242,4.246931552886963,1.3684637546539307,0.0,0.0,22.868398770564248,26.0,S,M,1,XS,0
88467,Marajo,11.0206892289,200,18.14768530769672,5166.590646158458,3.192023115860375,0.5781330228921581,0.0,2.581721544265747,446386.96875,0.0,45551.0,27.38297971089679,2.502770066726953,0.0,2332.149215698242,4.234625339508057,1.3677152395248413,0.0,0.0,5.663348623750499,27.0,S,M,1,XS,0
88469,Marajo,7.07217827742,391,55.28706781167862,4258.0795526862985,11.816554475758341,0.5955402836765364,0.0,1.4752694368362427,255078.21875,0.0,55187.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.496889114379883,1.3920507431030273,0.0,0.0,53.96456123953427,24.0,M,M,1,XS,0
88470,Marajo,13.7246810848,669,48.744302025415614,4622.818559139001,11.816554475758341,0.5955402836765364,0.0,3.3193564414978027,573926.0,0.0,115632.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.52665376663208,1.3898831605911255,0.0,0.0,44.19808229057499,23.0,S,L,1,XS,0
88474,Marajo,7.55955892947,429,56.74934265378855,4204.041610711095,7.1385507479911015,0.6186234006034887,0.0,2.335843324661255,403873.90625,0.0,793655.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.459476470947266,1.3985564708709717,0.0,0.0,81.09328364816591,24.0,M,M,1,XS,0
88476,Marajo,54.2276554368,2391,44.09189334741952,4697.677599425464,5.298706888655629,0.6341217609275354,0.0,9.712190628051758,1679264.75,0.0,750731.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.425516605377197,1.4010041952133179,0.0,0.0,1.0307879148487025,34.0,S,M,1,XS,0
88480,Marajo,12.4733718102,596,47.7817874003103,4587.79262867146,11.063023451092443,0.59814501492616,0.0,2.9505391120910645,510156.46875,0.0,17520.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.4066667556762695,1.4067344665527344,0.0,0.0,54.6104244155191,21.0,S,M,1,XS,0
88485,Marajo,47.8064943349,603,12.613349052030241,5124.95924312062,3.083719240364899,0.5842253756377418,0.0,8.605738639831543,1487956.125,0.0,756860.0,27.38297971089679,2.502770066726953,0.0,2332.149215698242,4.23903751373291,1.3724886178970337,0.0,0.0,87.78036246875517,41.0,S,M,1,XS,0
88487,Marajo,7.74726334237,219,28.268046447096083,4845.640978181667,6.1806284192442735,0.6343165608022877,0.0,2.335843324661255,403873.90625,0.0,0.0,27.463478724161803,2.7871482097543776,0.0,2361.729965209961,4.357166767120361,1.4158828258514404,0.0,0.0,61.39636211685213,20.0,S,M,1,XS,0
88490,Marajo,18.4399371962,1427,77.3863807027536,4764.952339636487,4.303229244689489,0.5872396867003288,0.0,9.34337329864502,1615495.25,0.0,20085803.0,27.5292221653296,2.599539407901466,0.0,2385.599501037596,4.285839080810547,1.4009417295455933,0.0,0.0,93.17509102258009,26.0,M,M,1,XS,0
88502,Marajo,6.65405521925,1484,223.02189433397373,4931.90842135153,3.058631039605045,0.6822805213057301,0.0,6.3061370849609375,1090348.875,0.0,0.0,27.463204760000565,2.613471590448171,0.0,2395.8662033081055,4.193936824798584,1.3959022760391235,0.0,0.0,43.77528360447436,27.0,M,M,1,XS,0
88504,Marajo,10.1278797161,325,32.089638612448844,4433.775916477997,10.627380991197036,0.6164160719300099,0.0,2.458782434463501,425130.4375,0.0,0.0,27.386056900024414,2.950486909132451,0.0,2333.7668380737305,4.307680130004883,1.3825806379318237,0.0,0.0,34.73640628651545,24.0,S,M,1,XS,0
88505,Marajo,14.3318054965,411,28.677475430459282,4771.635771902417,3.3295434955738292,0.54517048577754,0.0,9.466312408447266,1636751.75,0.0,0.0,27.416951057472772,2.435083135496825,0.0,2343.905953979493,4.168989658355713,1.3745638132095337,0.0,0.0,8.800427156674177,23.0,S,M,1,XS,0
88506,Marajo,9.31381797722,216,23.191348652969054,4091.988720817342,23.780812171638747,0.5483600855594323,0.0,15.393060684204102,2661503.25,0.0,0.0,27.5388348897298,2.735727655235678,0.0,2389.397315979004,4.503350257873535,1.3958505392074585,0.0,0.0,61.091933036015945,28.0,S,L,1,S,0
88509,Amazon Delta,10.2651609121,348,33.90107597726958,4627.064760849406,5.020836224542276,0.5204931192011395,0.0,9.712190628051758,1679264.75,0.0,110376.0,27.560562759272216,2.133235977683216,0.0,2396.7101872762023,4.240756034851074,1.3995972871780396,0.0,0.0,12.619262511709545,31.0,S,M,1,XS,0
88515,Marajo,19.9071868664,426,21.39930683621686,4470.445234413665,6.837732057998864,0.6554141096452767,0.0,18.56380844116211,3209734.0,0.0,485302.0,27.368872570371764,2.930082561525827,0.0,2329.617595672606,4.233518123626709,1.3771049976348877,0.0,0.0,0.0,53.0,S,M,1,S,1
88521,Marajo,33.0791973255,409,12.364266157229615,4884.8745905462265,5.429281674929617,0.5926177918320497,0.0,6.761651515960693,1169108.375,0.0,996011.0,27.414354960123717,2.5057616541162133,0.0,2343.510398864746,4.179754257202148,1.4258121252059937,0.0,0.0,11.018866249108143,29.0,S,M,1,XS,0
88529,Marajo,14.4068449822,283,19.643440347255297,4367.66588948828,5.218977594846898,0.5821721978061898,0.0,3.1964173316955566,552669.5,0.0,6499919.0,27.414354960123717,2.5057616541162133,0.0,2343.510398864746,4.188935279846191,1.4369806051254272,0.0,0.0,97.61835435691043,35.0,S,M,1,XS,0
88533,Marajo,28.1441956983,243,8.63410710346496,4220.641305301845,4.772934266096972,0.5889936250129152,0.0,6.638712406158447,1147851.875,0.0,140160.0,27.407869666664,2.5302854673936963,0.0,2342.2317867279053,4.235712051391602,1.4385216236114502,0.0,0.0,26.820837660505752,26.0,S,M,1,XS,0
88534,Amazon Delta,27.0745334072,206,7.608626043587436,3897.115222284533,4.375019372010347,0.5238048037259989,0.0,5.040503978729248,871517.25,0.0,456395.0,27.482378005981445,2.555681905709207,0.0,2368.156951904297,4.173688888549805,1.4345735311508179,0.0,0.0,27.698751304364784,78.0,S,M,1,XS,0
88546,Marajo,10.0086041113,15911,1589.7321767414126,5015.422640102883,4.24540767026279,0.597717840537457,0.0,17.07809829711914,2952851.0,0.0,9248808.0,27.20697449939513,2.694804129190743,0.0,2252.0251083374023,4.050756931304932,1.4412474632263184,0.6148874347605873,5.723533281903694,21.988256917266426,46.0,L,M,1,S,0
88550,Amazon Delta,87.0024294753,395,4.540103102662673,4323.540693553275,4.966232814925128,0.5396536638064141,0.0,14.015059471130371,2423243.0,0.0,761240.0,27.431545893351256,2.715173535514623,0.0,2349.5488204956055,4.176504135131836,1.4639965295791626,0.0,0.0,12.670757722514784,39.0,S,M,1,S,0
88551,Marajo,198.449421334,1368,6.893444137071026,4065.311566107318,4.910272066990643,0.5614162929502249,0.0,30.98065948486328,5356642.5,0.0,6292287.0,27.414044436669087,2.674290775123871,0.0,2343.249632170695,4.1167893409729,1.456062912940979,0.0,0.0,5.733072286314714,44.0,S,M,1,S,0
88553,Marajo,141.74957258,938,6.617303903830932,4647.773231913086,5.580646892341426,0.5606940786482939,0.0,22.743736267089844,3932455.5,0.0,11774306.0,27.396474838256836,2.7030404112301767,0.0,2336.7415084838867,4.066671371459961,1.473130226135254,0.0,0.0,14.916445659930119,34.0,S,M,1,S,0
88554,Marajo,297.587274004,898,3.0176021572344847,4825.027571198374,5.048780934470263,0.5649957618398002,0.0,44.01220703125,7609833.0,0.0,9414350.0,27.37592160840694,2.6826614040890995,0.0,2328.8662226929987,4.085952281951904,1.4589120149612427,0.0,0.0,0.4562390631594115,47.0,S,M,1,S,0
88556,Amazon Delta,23.4034507359,242,10.340355477099846,4094.9853797400374,5.440755951331715,0.5190350921218709,0.0,4.794625759124756,829004.125,0.0,584291.0,27.44161866119549,2.655483144451864,0.0,2352.9595108032227,4.159564971923828,1.4571402072906494,0.0,0.0,99.98568528435827,37.0,S,M,1,XS,0
88560,Amazon Delta,159.450815728,1027,6.440857610612123,4361.602825821901,5.2670174973037405,0.5253769181538016,0.0,24.833702087402344,4293816.5,0.0,1130037.0,27.434215111910873,2.7504826385456207,0.0,2351.23943020748,4.164356231689453,1.4662545919418335,0.0,0.0,66.58586592964285,32.0,S,M,1,S,0
88562,Marajo,59.6786603698,219,3.669653417871014,4358.985633745284,6.905826752374617,0.5795571091969499,0.0,10.081007957458496,1743034.375,0.0,2892548.0,27.424725326258965,2.72055883180084,0.0,2347.6588810511976,4.044795989990234,1.4842522144317627,0.0,0.0,29.55071576517995,26.0,S,M,1,XS,0
88565,Marajo,65.8639006859,452,6.862636365185142,4420.413561374167,6.183112864228479,0.5441671826044786,0.0,10.818642616271973,1870573.5,0.0,671888.0,27.457848008122426,2.813702549295206,0.0,2361.302478589509,4.043534755706787,1.4712696075439453,0.0,0.0,16.07300836791503,46.0,S,M,1,XS,0
88566,Marajo,49.3924661405,347,7.025362916946413,4603.530688884017,6.216564616226905,0.551999190343389,0.0,9.34337329864502,1615495.25,0.0,2360817.0,27.436681324257734,2.7554028909653425,0.0,2352.3020793369815,4.050470352172852,1.4825364351272583,0.0,0.0,75.16294310063326,31.0,S,M,1,XS,0
88576,Marajo,743.718678406,1846,2.4821213364662316,4837.576134500655,5.9800932257850405,0.5954547844994469,0.0,101.670654296875,17579140.0,0.0,55999135.0,27.35369975144323,2.734718409609279,0.0,2320.2659179812645,4.034567356109619,1.471029281616211,0.0,0.0,13.197839727155397,48.0,S,M,1,M,0
